"","Gene","control_1","control_2","control_3","RNAi_1","RNAi_2","RNAi_3"
"6560","galene",4,9,13,15,5,2
"6562","Psf1",475,425,480,309,236,400
"6563","Bfc",6,12,6,65,6,5
"6566","tfc",86,85,102,49,51,35
"6567","Acat2",1601,1401,1730,1266,994,1698
"6568","Nt5a",874,629,908,797,594,654
"6569","Ctr9",9011,7205,8779,8309,6822,6402
"6570","sturkopf",1063,861,1090,1407,1117,1334
"6571","Herc4",6895,5661,6580,6805,5650,5656
"6573","msd1",1642,1572,1905,1159,647,2893
"6574","msd5",1397,1503,1757,788,513,1245
"6575","CG2211",706,604,750,801,669,805
"6576","CG2199",5544,5105,5719,3801,2797,3652
"6580","Iml1",7249,7128,8948,4827,3726,3765
"6581","CG12091",5062,4407,5364,4480,3662,4245
"6582","pns",4518,3841,4813,5763,5115,4699
"6583","Pcyt2",622,476,1046,407,306,384
"6584","CG12099",8250,7318,9362,8846,7509,7485
"6585","Pex10",663,518,699,584,369,665
"6587","CG7879",3064,2612,3316,2362,1981,2166
"6588","Tmep",2743,2428,3304,3728,3229,3427
"6589","CG13917",7923,6690,9019,9718,8659,7452
"6590","CG12104",972,871,887,968,797,962
"6594","CG13926",132,107,133,114,84,135
"6595","ABCB7",1927,1618,2231,1608,1373,1476
"6596","GC",1302,1080,1605,2074,1896,1767
"6598","Mettl2",2162,1804,1889,1513,1050,1857
"6599","CG13919",177,157,193,174,134,242
"6600","CG17249",912,704,885,680,518,627
"6601","Vta1",2753,2334,3092,2522,2024,2452
"6602","CG7970",1909,1666,2072,1854,1368,1656
"6603","Srrm234",21216,18606,23770,15729,12674,12508
"6604","CG7974",503,473,502,392,266,371
"6605","RabX5",0,0,0,0,0,1
"6606","CG13930",2,0,1,0,0,0
"6609","CG7991",407,369,499,811,793,634
"6612","Oseg4",129,116,140,132,150,98
"6613","PIG-Wb",2,0,6,2,2,0
"6614","Gk2",2044,1668,1824,1706,1458,1656
"6615","CG13921",2078,1603,2064,1788,1481,1511
"6616","CG8001",3513,2841,3589,2412,1685,2048
"6617","CG13933",1054,876,1106,1118,967,892
"6618","CG2021",1066,893,1185,843,563,1845
"6619","mRpL46",1612,1251,1564,1103,804,1961
"6620","CG12020",2,1,1,7,2,3
"6621","Cpr62Ba",0,0,0,0,1,2
"6622","Cpr62Bb",0,0,1,0,0,0
"6623","Cpr62Bc",0,1,1,7,5,3
"6624","CNMa",30,42,59,24,21,29
"6625","CG12024",1118,1018,1529,1954,1727,2271
"6626","CG12025",2970,2407,2840,3189,2632,2937
"6627","CG13924",55,41,55,54,50,53
"6628","CG13937",982,769,1385,1304,1235,1344
"6629","dsb",53,56,48,281,264,220
"6630","CG5687",2683,2010,3507,4183,3315,3742
"6631","Mfap1",1889,1625,1818,1256,933,1078
"6632","Cnb",2867,2471,2743,2031,1230,1635
"6633","SCOT",748,600,953,837,612,900
"6634","CG11815",1,0,3,13,1,2
"6635","CG1139",156,216,330,492,453,509
"6636","CG15822",273,292,241,178,154,151
"6637","CG15879",53,45,70,56,40,45
"6638","CR15821",1,1,8,3,8,9
"6639","CG15820",14,37,56,43,86,62
"6640","CG13810",0,0,0,0,1,0
"6641","CG8960",0,0,0,1,0,1
"6642","CG15878",1,2,2,13,5,0
"6643","Oseg2",27,14,25,25,14,26
"6644","CG9018",1769,1415,1756,1249,1081,1172
"6645","CG1275",1688,1399,2457,2512,2262,2536
"6646","CG13807",454,451,517,425,275,630
"6647","CG13806",2,0,8,16,12,15
"6648","yellow-g2",0,0,0,0,2,1
"6649","MsR1",204,186,313,794,616,550
"6651","CG1317",4712,3888,4820,5101,4123,3732
"6652","CG8993",1076,895,1216,1180,865,1810
"6653","mRpL23",1680,1323,1799,1319,852,2643
"6654","CG9004",1341,1314,1445,1142,881,859
"6655","CG15877",803,696,810,622,447,688
"6659","CG16758",235,314,414,513,460,666
"6660","CG16985",288,276,356,293,209,438
"6661","CG16986",285,265,370,309,200,580
"6663","CG14949",164,131,157,123,77,85
"6664","CG1143",163,144,162,99,88,178
"6665","CG1246",118,120,154,114,110,109
"6666","Non2",21853,19524,20803,19106,13372,21370
"6667","AhcyL1",5691,4497,6050,5334,4524,4349
"6668","CG12093",1124,930,1361,1361,1032,1539
"6669","mRpS35",2088,1740,2221,1667,1059,2097
"6670","Pgant6",844,724,952,1224,1053,985
"6671","spz5",37,37,49,84,74,96
"6673","Or63a",5,4,7,22,13,15
"6674","CPT2",1571,1252,1547,1207,919,1160
"6675","CG2113",2,1,1,17,1,2
"6676","FMRFaR",234,194,353,845,687,593
"6677","CG2162",2044,1721,2435,2444,2076,2009
"6678","scramb2",1760,1550,2129,1897,1544,1704
"6679","CG1271",337,267,426,392,376,374
"6680","CG16753",1384,1441,1537,951,605,1465
"6681","PAN3",8741,7846,9787,7949,6807,6260
"6682","Cht7",163,118,254,84,108,72
"6683","CG11537",4348,3854,5456,5274,4669,4655
"6684","Alg2",805,788,1039,1033,773,1062
"6685","Usp5",4972,4535,5076,6120,4880,5325
"6686","CG15812",3242,2919,3437,2281,1760,2157
"6687","Asciz",599,526,619,448,351,453
"6688","CG14963",188,141,137,299,78,88
"6689","MnM",181,145,129,170,131,138
"6690","CG14957",2,2,21,3,7,11
"6691","CG14958",3,0,1,1,1,0
"6692","CG14965",1363,1124,1338,1081,801,1099
"6693","CG14966",540,460,701,546,375,1312
"6694","hob",3157,2630,3103,3210,2527,2454
"6695","nSMase",2182,2070,2344,1996,1518,1910
"6696","RpL28",77571,62276,80092,61198,43714,70826
"6697","eIF1",9878,8762,10864,9775,6905,15171
"6698","Larp4B",10305,8599,10370,11132,8611,7623
"6699","CG17746",2388,2091,2654,2285,1818,2154
"6700","CG12078",0,0,1,10,3,4
"6701","ckd",44,34,50,48,45,43
"6702","CG14960",6,1,1,2,2,2
"6703","CG12017",6,5,5,4,3,1
"6704","CG12009",28,9,10,208,246,138
"6705","CG14968",73,77,152,78,75,105
"6706","ZnT63C",3208,2760,3003,3778,2952,3282
"6707","Drsl5",27,10,5,1171,609,1764
"6708","PIG-C",330,270,339,263,178,266
"6710","Strip",4318,3627,4338,4688,3739,3560
"6712","CG14961",284,200,195,210,205,177
"6713","CG14969",1651,1570,1950,1665,1191,1736
"6714","CG12010",1373,1010,1326,653,513,650
"6715","CG12012",793,735,873,1071,760,1573
"6716","Ids",722,589,714,1006,560,913
"6717","CG14971",840,784,938,899,749,831
"6718","CG10359",901,679,1160,1198,864,1151
"6719","CG10357",2,1,5,1,1,2
"6720","CG10862",2,0,1,26,0,0
"6723","IntS10",1264,1012,1232,1039,844,890
"6724","PIG-B",4522,3395,3798,4109,3365,3114
"6725","Gr63a",9,4,1,8,6,6
"6726","Lamtor4",562,578,779,651,438,1204
"6727","Ccz1",698,574,761,706,600,596
"6728","Sc2",5133,4624,5773,4700,3610,4703
"6729","mge",5100,4586,5449,4924,3574,5873
"6730","CG10866",457,386,476,369,282,448
"6731","CG12766",9,11,14,9,5,11
"6732","CG14982",598,456,882,1081,1060,936
"6733","CG10853",1,0,0,0,0,1
"6734","CG14983",0,1,2,10,0,1
"6735","CG14984",139,101,178,170,152,110
"6736","CG12605",1454,1307,1924,3209,2719,2670
"6737","CG14985",909,905,1084,718,463,975
"6738","Mul1",312,285,361,479,312,470
"6739","CG11594",147,158,281,135,257,223
"6740","Gr64d",2,0,0,0,0,0
"6741","CG11593",2611,2361,2881,2516,2043,1967
"6742","CG1136",10,7,15,9,9,10
"6744","CG14989",9500,8144,15370,15888,14524,16978
"6745","CG14990",51,116,157,107,196,152
"6746","CG14995",1901,1386,1848,2951,2259,1980
"6747","Fit1",3759,3248,4199,3774,3293,2951
"6748","Chd64",4866,4155,6436,4235,3631,3967
"6749","CG1299",648,509,1106,595,460,502
"6757","CG14997",671,675,843,946,924,1077
"6758","CG1265",1303,1031,1525,763,523,1096
"6759","CG15011",1711,1382,1827,1599,1198,1294
"6760","CG1309",2371,2146,2486,2360,1901,1986
"6761","CG11586",794,747,851,710,512,706
"6762","VhaM9.7-a",605,463,812,1089,999,1624
"6763","CG1273",228,154,140,393,406,245
"6764","Ctl1",4392,3869,4658,4810,3828,4266
"6765","CG11583",3852,3473,3881,2595,1834,2834
"6766","CG1316",8628,6732,8809,8206,6480,6466
"6767","CG15012",2742,2472,3224,4093,2979,6843
"6768","Fdx2",599,544,642,536,407,636
"6769","CG15014",1089,956,1022,842,673,1046
"6770","Cip4",5776,4691,5728,7528,6276,5738
"6771","mRpS6",736,601,731,604,410,881
"6772","CG11342",334,262,296,254,175,332
"6773","DopEcR",1407,1253,2502,1840,2016,1626
"6774","slow",572,491,476,2603,1759,2005
"6775","Syx17",557,500,671,675,553,606
"6776","CG15019",4439,3594,4151,2791,1820,3884
"6777","DOR",625,579,1113,1156,1062,1019
"6778","CG15020",2,2,0,3,0,0
"6779","CG15021",11,28,20,80,88,90
"6780","CG12607",6,0,6,0,0,3
"6781","CG11345",0,0,1,0,0,0
"6784","CG11349",32,26,21,47,57,88
"6785","CG7465",19,7,87,0,31,1
"6786","CG11350",1,1,123,5,6,1
"6787","CG13722",8,16,11,176,74,116
"6788","CG13721",0,0,0,0,0,5
"6789","CG13720",1,0,0,0,0,0
"6790","CG11353",22,26,36,6,7,5
"6791","CG11357",5241,4325,5308,5475,4186,4606
"6793","CG7514",0,0,0,2,1,1
"6794","CG18418",1,0,1,15,0,0
"6799","RhoGEF64C",126,171,160,172,169,111
"6800","CG7509",24,20,14,49,33,48
"6801","CG13708",88,61,72,46,52,45
"6802","CG13707",248,209,283,562,456,592
"6803","Dnah3",15,17,20,64,22,21
"6804","CG13705",1,0,5,4,2,2
"6805","hoka",1,7,15,0,3,0
"6808","Fitm",1015,874,1068,863,710,735
"6809","Gdap1",64,46,63,84,77,80
"6810","Dhrs4",880,732,1004,886,634,1000
"6811","CHMP2B",605,544,722,640,494,718
"6812","Tcs5",438,432,610,406,253,608
"6813","CG4611",1478,1296,1476,1215,902,944
"6814","CG10674",1,5,1,2,2,3
"6815","Yod1",1088,906,1197,1111,882,1111
"6818","Cyt-c1",7063,5602,7778,6637,4874,9502
"6819","Uev1A",10358,8891,10524,10461,7533,11567
"6820","Pfdn4",1581,1530,2053,1549,981,3907
"6821","Ir64a",0,0,0,1,1,7
"6822","CG4835",0,1,9,2,4,2
"6823","blanks",16,66,71,68,45,58
"6824","Lkr",258,195,364,1169,907,995
"6825","CG13285",13,59,5,9,49,11
"6826","frm",545,625,586,772,615,476
"6827","l(3)psg2",5423,4668,5297,4789,3659,3530
"6828","Alp10",3,7,45,3,4,3
"6829","Alp9",2,1,52,3,1,1
"6830","CG10591",4,11,3,3,6,4
"6831","TM9SF3",3726,2954,3398,3517,2773,2837
"6832","mthl2",64,67,129,508,364,386
"6833","Eaf6",885,740,929,670,520,689
"6834","Blimp-1",213,117,34,556,592,340
"6835","lin-28",159,177,239,14,6,6
"6837","CG10576",25823,21507,24717,18027,13263,15849
"6838","Txl",4418,3920,4522,3992,3295,4202
"6839","Ppat-Dpck",85,87,109,74,70,98
"6840","Cralbp",5,10,7,6,4,6
"6841","Tektin-C",57,36,34,17,12,19
"6842","kri",2104,2104,2488,1930,1521,2076
"6843","mad2",3271,2704,3140,2116,1391,2751
"6844","CG5568",3,8,6,3,3,2
"6845","CG18586",21,8,15,8,3,6
"6846","CG13287",145,112,154,358,271,311
"6847","PolE2",1813,1613,1678,1107,710,1010
"6848","CG5592",0,1,1,1,0,2
"6849","CG10486",2,1,2,3,2,1
"6850","CG13288",47,51,104,90,88,107
"6851","CG10483",318,244,462,449,449,457
"6852","CG10479",171,157,162,259,208,210
"6854","CG10477",0,1,5,1,2,1
"6855","CG6462",0,0,1,1,0,1
"6856","Jon65Aiii",35,146,571,15,185,59
"6857","Jon65Aii",8,12,310,4,6,52
"6858","Jon65Ai",6,16,218,1,4,31
"6859","CG6592",6,7,3,5,4,1
"6860","CG10472",130,114,468,80,82,82
"6861","CG6602",212,169,219,121,115,103
"6862","CG13295",862,801,961,603,460,624
"6863","CG6610",1125,1049,1155,1118,694,2517
"6864","ssp6",371,334,514,852,861,693
"6865","CG13293",2500,2244,2712,2766,2256,2262
"6866","CG10469",276,289,321,289,221,269
"6867","CG10467",822,823,1339,1162,1167,1295
"6868","CG13297",1,3,0,0,0,1
"6869","Cpr65Az",0,1,6,6,3,6
"6870","Prdm13",12,15,7,38,26,24
"6871","fmt",7150,5694,6668,6026,4724,4623
"6872","CG7376",3636,2947,3485,2636,1938,2007
"6873","CG10274",2366,1962,2349,1708,1297,1383
"6874","CG7386",285,273,296,153,149,146
"6875","Sf3b6",7728,7436,7757,19470,14199,26370
"6876","CG8219",29,41,36,64,26,36
"6877","CG13299",0,2,0,0,0,0
"6878","CG10226",496,315,873,142,134,92
"6879","Best2",112,98,100,104,131,84
"6880","CG10163",1,1,9,4,1,1
"6881","CG13300",580,560,737,1267,1298,1003
"6882","CG10147",293,248,335,466,416,512
"6883","Bulli",1023,789,976,1101,858,942
"6884","Vps8",1760,1386,1793,1874,1349,1337
"6885","axed",443,357,788,458,509,470
"6886","eIF4E4",2,0,3,29,0,0
"6887","SP1173",4086,3451,6169,3965,3411,3391
"6888","CG8519",2,2,15,16,11,28
"6889","velo",14501,12867,14610,11370,9015,8891
"6890","Sbds",1505,1388,1571,1037,788,1182
"6891","Ist1",2621,2205,2727,2998,2295,2559
"6892","CG14820",12,9,15,39,26,26
"6893","tow",3243,2785,3663,3210,2640,2511
"6894","CG10077",33382,30600,41145,32688,29986,26001
"6895","CG9948",611,521,657,550,335,900
"6896","CG10075",284,217,277,245,193,323
"6897","CG10064",188,152,198,157,92,113
"6898","Mis12",1008,796,986,664,465,918
"6899","CG9953",4053,3279,4365,5467,4775,5132
"6900","CG10063",52,39,43,51,36,52
"6902","CG8641",423,332,632,820,810,702
"6904","Cpr65Ea",2,0,0,7,5,17
"6905","Cpr65Eb",2,0,0,0,2,2
"6906","Cpr65Ec",16,14,14,92,69,77
"6907","BBS1",7,0,3,0,2,2
"6908","Acbp4",0,0,1,0,0,0
"6909","Acbp6",8,18,110,1,5,10
"6910","CG14826",5,4,0,3,1,36
"6911","CG14829",55,13,6,52,41,48
"6912","RpL18",59668,54619,74171,49014,36775,63046
"6913","MED4",1142,911,1055,885,529,1233
"6914","CG14830",63,37,59,61,38,34
"6915","unc-13-4A",1001,960,1490,2448,2261,1903
"6916","CG8607",328,242,335,317,238,349
"6917","RhoGEF4",8519,7281,8979,4582,3136,4278
"6918","Rint1",1546,1329,1538,1518,1217,1669
"6919","mrva",2098,1860,2355,5435,4229,4273
"6920","eco",5078,4189,5029,3130,2257,2364
"6921","Cln7",199,185,168,603,469,529
"6922","CG14834",142,166,171,167,122,120
"6923","CTCF",3807,3306,3885,2591,1941,2163
"6924","pst",3243,3117,3894,4091,3567,4058
"6925","Sec63",2741,2550,2847,2386,2016,2207
"6926","Sh3β",6610,5820,6531,11139,8550,10021
"6927","CG8564",24,18,14,91,15,9
"6928","CG8563",50,46,55,60,57,38
"6929","CG8562",1,2,2,4,0,1
"6930","CG18417",24,7,20,649,522,652
"6931","CG8560",0,4,5,19,2,14
"6933","ppk26",11,4,12,12,16,10
"6936","CG8541",6,5,14,4,3,0
"6937","mthl6",46,26,161,54,82,41
"6938","Cyp316a1",2,3,4,6,2,3
"6939","CG8539",5,7,4,28,11,33
"6940","CG7548",1,1,2,0,0,0
"6941","CG7546",4854,4024,4899,4596,3844,3519
"6943","CG14837",1,3,5,5,7,15
"6944","frac",19,16,14,17,13,15
"6945","mmm",0,0,3,20,0,0
"6946","t-Grip84",1,0,0,16,0,0
"6947","Pura",1539,1169,1670,1359,1397,1147
"6948","CG7506",951,677,927,921,671,1039
"6957","eIF4E5",16,12,9,49,12,15
"6958","CG8281",466,371,528,372,268,364
"6959","CG8111",1232,977,1266,923,685,1170
"6960","Srp9",1761,1638,1953,1708,1282,2749
"6961","HP4",4290,3727,4033,4076,2814,5062
"6962","CG8209",5927,5329,5932,5322,3930,5204
"6963","Pop4",1382,1151,1319,894,630,1193
"6965","ldbr",1398,1381,1493,795,597,768
"6966","CG7550",257,230,277,307,230,393
"6967","Setx",3104,2550,2949,1926,1411,1355
"6968","CG13676",765,650,733,688,777,506
"6969","CG13675",5,9,7,6,3,4
"6970","mthl7",10,18,26,10,4,12
"6971","Uxs",831,719,941,860,633,816
"6972","ERR",521,445,529,547,436,442
"6973","Atg18a",3248,2837,3217,3269,2595,2897
"6974","MED24",2098,1614,1971,1934,1487,1523
"6976","UbcE2M",3182,3093,3342,3254,2353,3691
"6977","Dhps",1037,968,1067,791,533,902
"6978","CG7366",287,222,294,255,188,143
"6979","CG13679",90,58,108,72,66,63
"6980","CG8006",2,0,2,4,0,0
"6981","CG13674",0,0,1,2,1,1
"6982","CG13678",29,70,100,160,179,250
"6983","CG7213",3,5,3,5,6,11
"6984","CG7201",3,1,5,5,8,4
"6985","Arl5",1249,1058,1335,1163,949,1166
"6986","CG13671",1149,1017,1407,991,782,935
"6987","CG7194",217,197,191,245,180,280
"6988","Gr66a",25,13,15,30,20,25
"6989","BI-1",4059,3603,4353,5075,3790,7525
"6990","Cpsf6",17422,15242,16342,14902,10679,13573
"6991","CG13670",0,1,0,0,2,0
"6992","Cpr66Cb",1,0,1,15,6,9
"6993","Pex2",519,432,589,469,328,535
"6995","CG7182",5903,5480,5629,4035,2817,3991
"6996","GAPcenA",4412,3592,4687,6183,5267,5054
"6997","Culd",352,236,268,392,363,315
"6998","Jon66Ci",31,102,1818,5,25,353
"6999","Jon66Cii",3,21,367,2,3,43
"7000","CG7120",2487,1752,1954,2337,1643,1882
"7002","CG13667",807,695,856,501,391,510
"7003","CG6983",1444,1379,1611,1171,844,1372
"7004","ZC3H3",1117,936,1215,944,669,773
"7005","Pus7",1901,1627,1856,1397,1080,1180
"7007","CG6765",2506,2094,2612,2512,2340,2000
"7008","GstO3",428,450,567,1603,1359,1670
"7009","GstO2",4629,3474,4329,3563,2681,4172
"7010","GstO1",615,514,799,374,262,612
"7011","ergic53",6732,6022,7070,6372,4883,5475
"7012","CG6638",368,291,447,496,438,602
"7013","CG6282",475,441,864,843,789,754
"7014","S-Lap1",23,18,46,407,45,46
"7015","GAPsec",1273,1007,1277,1247,964,1237
"7016","Zasp66",934,569,877,946,643,1184
"7018","CG13305",12084,9289,12411,5394,3243,4815
"7019","Pex7",61027,49318,68393,30419,16633,26714
"7020","CG6511",2339,1995,2036,1907,1662,1632
"7023","CG13310",0,0,0,1,2,1
"7024","CG13311",0,1,224,0,0,0
"7025","CG13312",0,1,85,1,0,1
"7026","CG13308",0,1,0,0,0,0
"7027","CG13309",0,0,1,0,0,0
"7028","TrpA1",23,28,52,85,78,48
"7029","Tsp66E",1626,1363,2235,2904,2555,3236
"7030","CG13313",29,25,27,30,22,18
"7031","ValRS-m",681,538,672,586,411,444
"7032","CG5653",17,47,5,6,0,0
"7033","CG5021",1838,1709,1917,2202,1611,2815
"7034","CG5026",1952,1644,2104,3123,2530,2763
"7035","Srp68",4437,3887,4565,4225,3333,3563
"7036","CG5644",45,28,17,118,109,93
"7037","CG13314",1,0,0,3,4,5
"7038","CG5068",2757,2413,2806,2909,2243,3005
"7039","CG5280",4,3,4,33,8,5
"7040","CG5087",2224,1818,2279,2038,1646,1540
"7041","Doc3",44,40,36,37,36,6
"7042","CG5194",33,33,42,54,30,54
"7043","Doc2",36,36,26,42,25,15
"7044","Argk2",18,7,8,43,18,15
"7045","CG4911",1699,1449,1947,2589,2218,2126
"7046","CG4942",251,219,264,257,210,305
"7047","Dhpr",2465,1776,2247,2265,1578,2538
"7048","Use1",721,639,708,591,464,820
"7049","Slc45-1",1278,1047,1324,2193,1943,2191
"7050","CG4476",1512,1137,1918,2031,1677,1987
"7051","CG4483",0,1,0,7,0,0
"7052","CG4477",0,0,1,8,0,1
"7053","PGRP-LA",121,90,134,328,226,298
"7054","PGRP-LC",90,104,149,221,213,192
"7055","PGRP-LF",4,8,8,15,10,7
"7056","UGP",2169,1812,2871,2061,1881,1892
"7058","CG4452",4388,3687,4005,3357,2606,2968
"7059","CG4461",4,5,0,2,5,1
"7060","CG4080",2364,2160,2317,5734,4369,3953
"7061","Cpr67B",54,54,180,92,62,147
"7062","CG4022",2706,2288,2770,3093,2540,2365
"7063","Cpsf5",8465,7749,8844,7046,5005,6748
"7065","Atat",2589,2126,3014,3609,3429,3450
"7067","CG3529",1046,947,1281,1941,1674,1805
"7068","CG3448",330,219,271,247,179,322
"7069","phol",4660,4169,4584,3667,3092,2756
"7071","CG3552",1278,1123,1493,742,554,712
"7072","CG3434",1502,1412,1643,1217,852,1460
"7073","Jarid2",6075,5149,6007,5985,5058,4287
"7074","pall",897,707,930,755,625,711
"7075","path",44952,49974,61493,33918,21496,29678
"7076","CG3408",8581,7426,9206,6412,4787,6576
"7077","Or67a",2,6,1,4,3,2
"7078","Ir67a",0,0,0,1,1,0
"7082","CG3335",3003,2727,2857,2036,1522,1691
"7083","Or67b",1,2,1,1,0,3
"7084","Cyp40",1691,1309,1621,1576,1157,1273
"7088","CG16717",731,591,837,1059,780,1091
"7090","Prps",8805,8135,10087,6877,4941,6299
"7091","CG6761",51,35,45,67,47,38
"7092","CG16711",1446,1212,1736,1718,1561,1346
"7093","CG18178",3959,3561,4160,2548,1715,2761
"7094","CG14174",627,574,726,388,288,372
"7095","defl",3070,2721,3058,2542,2002,2155
"7096","Naa60",1775,1542,1983,2422,1856,2001
"7097","CG6749",24,11,28,44,41,33
"7098","Ae2",3723,3111,4762,3197,2799,2458
"7101","CG10809",2481,2395,2781,2128,1705,1771
"7102","iPLA2-VIA",5398,4712,5541,4351,3457,3370
"7105","CG6707",6505,5753,6657,8966,6686,8117
"7106","nudE",4585,3958,4956,3648,2628,3400
"7107","CG6685",457,458,536,454,314,603
"7108","CG6674",615,497,667,507,401,628
"7112","CG8065",6,4,3,32,5,6
"7113","Or67c",0,3,0,2,0,1
"7114","Or67d",61,39,61,34,19,34
"7115","CG12362",1,3,2,22,3,2
"7118","CG14151",1,0,3,8,0,0
"7119","Cnep1r2",742,644,732,653,431,738
"7120","CG18628",31,27,28,25,21,16
"7123","CG8003",3999,3325,3670,3330,2302,3027
"7124","CG11811",2007,1758,2196,1610,1278,1917
"7125","NijA",107,120,128,282,242,272
"7126","CG12523",0,4,2,2,3,0
"7127","CG6418",4891,4183,5011,4020,3070,3368
"7128","Blos4",540,453,591,348,199,565
"7129","CG6409",11,7,25,6,13,1349
"7130","galla-2",1002,893,1108,991,682,1499
"7131","Cpr67Fa1",3,1,50,3,1,7
"7132","Cpr67Fa2",10,3,50,5,2,8
"7134","Aps",13642,12023,13750,11569,8922,9981
"7135","CG14147",2,4,2,3,0,1
"7136","CG7888",1638,1207,2442,1580,1506,1661
"7137","CG6321",251,207,275,209,146,234
"7138","Blos2",351,278,387,366,251,676
"7139","CG6310",755,617,927,1442,1143,2451
"7140","CG7839",4716,4107,4735,4209,3208,2986
"7142","Elo68β",55,38,37,43,40,28
"7143","CG12522",1,1,0,26,40,65
"7144","emei",2138,1733,2124,2264,1835,2001
"7145","FoxK",6481,6378,7344,4778,4028,3630
"7146","mRpL2",2007,1526,1991,1842,1225,2606
"7147","Ufd1",2750,2556,2829,2962,2082,3296
"7148","CG14143",7,8,6,8,4,9
"7150","wls",3927,3380,3755,4719,3580,3764
"7151","Adck5",179,162,186,265,206,208
"7152","CG14142",8,6,9,31,33,24
"7153","GlcAT-P",709,707,1172,2647,2183,1882
"7156","Plod",2865,2277,3409,3977,3227,3109
"7157","Ir68a",11,12,21,15,18,11
"7158","Dyro",102,95,159,79,115,90
"7159","CG7573",0,0,1,0,0,0
"7160","CG6168",3,1,1,1,1,1
"7161","CG6163",151,181,207,366,341,384
"7162","CG11726",0,0,0,13,0,0
"7163","CG7560",23,19,42,15,11,9
"7165","CG7557",2,2,1,14,0,1
"7166","CG12289",0,0,0,6,0,0
"7167","CG7551",0,0,0,9,0,0
"7168","Fum3",3,0,1,28,1,1
"7169","chrb",5366,4112,6698,7278,6740,6182
"7170","CG7512",9,9,25,21,18,16
"7172","CG7394",1057,854,1048,1086,730,1639
"7173","CG7377",0,0,0,1,2,0
"7174","CG33268",0,0,0,1,1,1
"7176","CG7368",319,269,464,616,662,610
"7177","Duba",2193,1802,2224,2627,2174,1958
"7178","Muc68Ca",76,347,62,10,13,20
"7179","CG6083",8,6,8,47,26,25
"7180","PCID2",1335,1309,1533,1065,730,1371
"7181","CG6071",858,610,720,448,379,382
"7182","RIOK1",2161,1921,2116,1657,1287,1425
"7183","Polr3H",2412,2058,2425,2013,1417,2536
"7184","Sugb",1096,1072,1281,851,646,713
"7185","Pldn",254,235,351,251,162,297
"7186","CG14135",496,446,571,428,314,722
"7187","Dph1",8255,5099,4581,4230,3376,3269
"7188","Dnai2",0,1,0,0,1,0
"7189","CG11658",495,421,644,1160,883,1008
"7190","crim",585,601,715,734,547,1350
"7191","Bmcp",1023,960,1101,907,718,799
"7192","loaf",6217,5483,6006,8816,7158,7209
"7193","Muc68D",9,2,7,10,6,10
"7194","Tim13",3,1,1,20,3,2
"7196","twy",8,3,3,24,7,14
"7197","CG10907",1509,1351,1562,1208,855,1323
"7198","Gcat",1653,995,1808,564,631,685
"7199","CG14130",313,309,403,305,244,304
"7200","CG5946",2772,2197,3256,2574,2203,2678
"7202","RpL10Ab",105948,85444,111947,78039,55491,155177
"7210","Rpt4R",0,1,1,21,0,1
"7211","CG5883",0,0,1,0,0,2
"7212","CG7252",2,0,7,0,2,2
"7213","CG17826",0,0,6,0,9,0
"7215","CG7248",4,2,1,0,0,0
"7218","CG6938",2,2,5,3,3,5
"7219","CG6931",2,0,4,4,1,2
"7220","viaf",2319,2031,2336,2501,1838,2911
"7221","Pop2",7531,5966,6822,6656,5149,5577
"7222","CG6928",690,597,769,711,627,608
"7224","CG17154",0,0,0,3,0,0
"7225","ssp",2332,2113,2572,1884,1280,2586
"7226","CG11560",1016,899,1114,827,617,750
"7227","Ir68b",0,4,0,0,3,1
"7228","CG5645",2073,1757,2139,1314,1006,1031
"7229","Atg12",312,316,334,347,280,926
"7230","RhoGAP68F",3285,2683,3625,3922,3259,3097
"7231","eIF3l",26591,21378,24482,17626,12958,16294
"7232","CG9760",134,117,204,317,294,308
"7233","Rh7",27,18,26,113,94,64
"7234","CG6910",424,1347,1416,720,1474,1995
"7235","thoc6",1892,1713,2039,1448,1085,1531
"7236","CG11529",34,22,52,93,72,133
"7237","Tsen54",524,441,590,434,266,440
"7238","Pbgs",378,317,442,446,361,512
"7239","Sms",5283,4324,5294,6745,5714,5779
"7240","INPP5E",627,514,743,725,550,603
"7241","CG4328",282,203,354,555,488,467
